platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
191;44;2031-03-26;115,0;Python for Business Analytics;2022-08-11;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
435;909;2026-01-25;602,26;AI Tools for Productivity;2021-05-03;Financial Modeling Certificate;professional;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
82;771;2025-03-25;311,54;Data Analysis Fundamentals;2021-11-10;HR Analytics Certificate;specialization;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
3;947;2025-01-06;355,92;Customer Experience Analytics;2023-12-06;Digital Marketing Analyst;specialization;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
268;291;2032-01-31;450,0;ERP Systems Introduction;2025-01-26;HR Analytics Certificate;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
23;609;2025-12-22;657,42;Financial Modeling Essentials;2022-05-27;Financial Modeling Certificate;professional;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
495;653;2023-07-19;73,68;Process Improvement Techniques;2021-11-10;Database Foundations Certificate;completion;148,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
450;469;2034-12-29;510,74;Data Analysis Fundamentals;2026-01-26;Financial Modeling Certificate;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
403;287;2025-06-27;309,42;Excel for Professionals;2023-05-13;Digital Marketing Analyst;specialization;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
4;153;2032-05-30;59,03;HR Analytics;2024-11-23;Database Foundations Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
381;159;2025-02-20;86,25;Data Visualization with Power BI;2022-05-07;AI Productivity Certificate;completion;49,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
472;680;2025-03-16;545,11;Data Visualization with Power BI;2024-09-17;Operations Excellence Certificate;advanced;19,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
461;561;2031-09-30;524,89;Data Governance Fundamentals;2025-06-11;Data Professional;professional;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
364;381;2026-10-16;743,59;Statistics for Decision Making;2023-03-13;Data Professional;professional;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
160;596;2030-10-09;82,5;R for Data Analysis;2021-03-22;Web Development Foundations Certificate;completion;176,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
191;919;2024-09-10;61,66;Project Management Essentials;2022-08-11;AI Productivity Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
495;836;2023-10-22;66,85;Process Improvement Techniques;2021-11-10;Web Development Foundations Certificate;completion;148,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
483;523;2024-05-23;826,12;Business Communication Skills;2023-08-12;Project Management Certificate;professional;;"Prepares students to communicate clearly in professional environments; requires no technical background."
194;602;2023-07-01;186,58;Supply Chain Analytics;2021-12-30;Business Analytics Certificate;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
178;475;2031-08-13;186,96;Agile and Scrum Fundamentals;2025-10-05;Statistics for Business Certificate;specialization;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
131;929;2023-11-06;415,3;Cloud Computing Basics;2022-04-25;Financial Modeling Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
379;363;2029-12-23;572,86;Excel for Professionals;2024-12-24;Project Management Certificate;professional;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
80;744;2025-02-22;45,09;R for Data Analysis;2024-02-28;Cloud Fundamentals Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
7;121;2023-12-30;802,65;Python for Business Analytics;2022-11-10;Data Professional;professional;62,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
341;244;2023-09-13;52,46;Web Development Basics;2021-02-26;Cloud Fundamentals Certificate;completion;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
191;361;2023-07-16;621,97;Data Analysis Fundamentals;2022-08-11;Data Professional;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
12;189;2023-07-04;469,51;R for Data Analysis;2022-07-18;Financial Modeling Certificate;professional;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
480;620;2031-06-02;879,6;Project Management Essentials;2024-08-24;Operations Excellence Certificate;advanced;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
31;23;2029-11-28;328,06;Business Intelligence Foundations;2025-12-09;Project Management Certificate;professional;157,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
79;226;2026-01-20;404,62;Web Development Basics;2022-04-09;Business Intelligence Specialist;specialization;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
411;687;2025-05-05;203,56;Digital Marketing Analytics;2023-10-06;Digital Marketing Analyst;specialization;128,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
484;497;2025-03-24;619,69;SQL for Data Management;2022-04-20;Supply Chain Analytics Certificate;advanced;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
457;980;2028-05-20;1400,0;Supply Chain Analytics;2025-01-21;Operations Excellence Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
159;356;2031-09-29;88,02;Data Analysis Fundamentals;2025-01-06;Web Development Foundations Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
303;444;2033-03-23;101,54;Web Development Basics;2023-07-10;Cloud Fundamentals Certificate;completion;167,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
358;787;2025-01-27;334,66;Excel for Professionals;2024-01-15;Digital Marketing Analyst;specialization;133,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
143;265;2031-03-28;61,88;Operations Management;2025-06-19;Cybersecurity Awareness Certificate;completion;141,0;"Prepares students to optimize workflows and resources; requires basic business knowledge."
426;176;2025-03-03;45,89;Operations Management;2021-10-08;Web Development Foundations Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
186;306;2030-04-18;256,7;R for Data Analysis;2024-05-31;Business Intelligence Specialist;specialization;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
263;127;2026-05-27;202,38;Cybersecurity Awareness;2025-03-27;Digital Marketing Analyst;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
118;666;2035-07-12;206,68;Agile and Scrum Fundamentals;2025-11-02;Business Intelligence Specialist;specialization;165,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
212;101;2028-06-12;330,38;Data Analysis Fundamentals;2022-10-03;Data Professional;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
429;797;2021-10-24;936,79;Industrial IoT Fundamentals;2021-09-25;Supply Chain Analytics Certificate;advanced;191,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
211;522;2034-02-07;450,0;Digital Marketing Analytics;2025-11-15;Business Analytics Certificate;specialization;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
309;849;2032-02-05;699,05;Risk Management Essentials;2024-11-14;Financial Modeling Certificate;professional;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
2;613;2029-02-06;69,86;Project Management Essentials;2025-11-06;Database Foundations Certificate;completion;154,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
62;852;2022-11-25;71,48;Machine Learning Basics;2022-04-02;Excel Professional Certificate;completion;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
53;706;2022-01-22;120,0;Data Governance Fundamentals;2021-09-18;Business Intelligence Specialist;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
250;843;2023-03-14;495,73;Web Development Basics;2022-09-20;Project Management Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
133;333;2031-12-21;44,0;Business Intelligence Foundations;2025-10-17;Database Foundations Certificate;completion;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
44;612;2025-10-09;75,99;R for Data Analysis;2024-12-20;Excel Professional Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
17;801;2026-06-16;524,99;Database Design Principles;2022-09-21;Data Professional;professional;164,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
85;564;2023-11-25;53,48;Database Design Principles;2023-04-06;Cloud Fundamentals Certificate;completion;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
472;644;2029-10-25;75,4;Data Visualization with Power BI;2024-09-17;Cloud Fundamentals Certificate;completion;19,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
391;659;2031-05-05;75,17;Process Improvement Techniques;2023-09-28;AI Productivity Certificate;completion;;"Prepares students to improve processes using structured methods; requires analytical thinking."
158;373;2032-06-30;120,0;Supply Chain Analytics;2023-12-04;Database Foundations Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
292;805;2025-07-16;92,19;Financial Modeling Essentials;2022-01-05;Cybersecurity Awareness Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
160;693;2025-08-07;78,22;R for Data Analysis;2021-03-22;Database Foundations Certificate;completion;176,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
120;174;2028-03-03;412,71;Industrial IoT Fundamentals;2022-04-28;Agile Practitioner Certificate;professional;101,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
444;845;2032-12-18;49,79;AI Tools for Productivity;2024-06-13;Cybersecurity Awareness Certificate;completion;200,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
189;911;2023-11-16;351,46;Project Management Essentials;2023-01-05;HR Analytics Certificate;specialization;64,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
56;781;2027-06-24;536,11;Agile and Scrum Fundamentals;2024-09-10;Data Professional;professional;135,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
226;307;2027-08-26;310,99;Data Visualization with Power BI;2023-11-18;Digital Marketing Analyst;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
71;125;2030-04-05;102,09;Project Management Essentials;2024-02-12;Cybersecurity Awareness Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
337;875;2029-10-24;167,82;Database Design Principles;2026-01-03;Statistics for Business Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
235;789;2030-09-20;900,0;Business Intelligence Foundations;2022-07-20;Financial Modeling Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
189;583;2032-07-16;807,27;Project Management Essentials;2023-01-05;Project Management Certificate;professional;64,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
426;448;2022-11-25;438,49;R for Data Analysis;2021-10-08;Machine Learning Foundations Certificate;advanced;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
227;467;2033-04-28;450,0;Information Security Foundations;2025-03-06;Digital Marketing Analyst;specialization;;"Prepares students to understand core information security principles; requires no prior security certification."
145;195;2024-08-26;318,93;Project Management Essentials;2021-10-27;Statistics for Business Certificate;specialization;94,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
340;671;2031-01-26;241,05;Risk Management Essentials;2023-03-21;HR Analytics Certificate;specialization;53,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
204;233;2028-06-11;86,94;AI Tools for Productivity;2023-08-21;Database Foundations Certificate;completion;20,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
346;447;2024-03-09;202,43;Database Design Principles;2023-04-30;Digital Marketing Analyst;specialization;194,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
354;175;2024-11-18;345,03;Business Intelligence Foundations;2024-03-27;Statistics for Business Certificate;specialization;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
77;464;2031-10-26;54,92;Business Communication Skills;2025-06-20;Cloud Fundamentals Certificate;completion;57,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
77;464;2030-12-21;120,0;Supply Chain Analytics;2025-06-20;Cloud Fundamentals Certificate;completion;138,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
167;351;2030-07-06;291,06;SQL for Data Management;2025-10-21;HR Analytics Certificate;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
314;481;2026-02-06;721,84;Operations Management;2021-10-04;Data Professional;professional;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
278;53;2027-01-02;55,06;Data Analysis Fundamentals;2024-06-09;Database Foundations Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
363;9;2024-09-24;765,2;Web Development Basics;2021-05-30;Financial Modeling Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
351;244;2024-11-03;72,18;Supply Chain Analytics;2022-01-05;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
1;593;2031-10-16;44,23;Digital Marketing Analytics;2023-12-23;Database Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
358;561;2024-07-06;528,9;Excel for Professionals;2024-01-15;Data Professional;professional;133,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
108;630;2023-08-02;1400,0;Supply Chain Analytics;2022-04-30;Industrial IoT Certificate;advanced;198,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
9;735;2029-01-05;384,96;Information Security Foundations;2025-06-27;Statistics for Business Certificate;specialization;;"Prepares students to understand core information security principles; requires no prior security certification."
31;375;2030-01-23;249,6;Business Intelligence Foundations;2025-12-09;Statistics for Business Certificate;specialization;157,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
462;840;2022-04-21;467,87;Financial Modeling Essentials;2021-09-05;Operations Excellence Certificate;advanced;10,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
462;840;2025-11-13;672,51;Risk Management Essentials;2021-09-05;Operations Excellence Certificate;advanced;173,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
340;611;2026-03-11;174,2;Risk Management Essentials;2023-03-21;HR Analytics Certificate;specialization;53,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
107;210;2025-05-03;471,84;Financial Modeling Essentials;2025-04-29;Industrial IoT Certificate;advanced;40,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
176;43;2031-04-04;756,97;Agile and Scrum Fundamentals;2024-06-14;Project Management Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
250;609;2025-10-06;587,69;HR Analytics;2022-09-20;Financial Modeling Certificate;professional;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
376;774;2028-05-27;900,0;ERP Systems Introduction;2025-04-11;Agile Practitioner Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
209;502;2025-05-28;201,0;Process Improvement Techniques;2024-01-03;Business Analytics Certificate;specialization;;"Prepares students to improve processes using structured methods; requires analytical thinking."
120;955;2025-09-14;284,77;Industrial IoT Fundamentals;2022-04-28;Statistics for Business Certificate;specialization;101,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
478;134;2032-03-05;352,98;Machine Learning Basics;2025-11-19;Agile Practitioner Certificate;professional;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
369;617;2033-08-23;730,84;Cloud Computing Basics;2024-12-18;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
166;83;2033-11-24;531,99;Web Development Basics;2024-08-08;Project Management Certificate;professional;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
150;34;2029-08-05;504,34;R for Data Analysis;2026-01-23;Agile Practitioner Certificate;professional;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
293;94;2028-01-10;585,88;Data Analysis Fundamentals;2024-09-14;Agile Practitioner Certificate;professional;61,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
195;432;2030-11-13;101,87;Business Communication Skills;2025-09-15;Excel Professional Certificate;completion;117,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
177;201;2032-02-07;778,69;Cybersecurity Awareness;2024-02-12;Data Professional;professional;156,0;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
486;832;2024-05-21;55,39;Cybersecurity Awareness;2021-12-05;Excel Professional Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
361;381;2025-03-22;568,92;Database Design Principles;2022-05-14;Data Professional;professional;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
147;838;2033-12-06;759,23;Information Security Foundations;2026-02-01;Power BI Analyst Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
118;479;2029-07-07;104,18;Agile and Scrum Fundamentals;2025-11-02;AI Productivity Certificate;completion;165,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
105;93;2029-11-18;57,52;Information Security Foundations;2024-08-04;Database Foundations Certificate;completion;;"Prepares students to understand core information security principles; requires no prior security certification."
423;765;2030-10-08;92,89;Excel for Professionals;2023-07-26;Cybersecurity Awareness Certificate;completion;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
31;246;2027-08-08;320,02;Business Intelligence Foundations;2025-12-09;Business Intelligence Specialist;specialization;157,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
6;341;2023-02-07;395,94;Information Security Foundations;2022-03-06;Data Professional;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
105;755;2031-09-27;377,11;Digital Marketing Analytics;2024-08-04;Statistics for Business Certificate;specialization;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
62;337;2024-11-04;949,02;Supply Chain Analytics;2022-04-02;Supply Chain Analytics Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
257;270;2026-02-26;489,27;Business Intelligence Foundations;2025-02-27;Industrial IoT Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
480;628;2027-07-10;812,04;Data Visualization with Power BI;2024-08-24;Machine Learning Foundations Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
51;314;2032-06-28;583,08;R for Data Analysis;2022-08-17;Agile Practitioner Certificate;professional;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
244;337;2027-11-05;728,04;Process Improvement Techniques;2021-06-26;Supply Chain Analytics Certificate;advanced;88,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
149;965;2022-07-06;111,44;Operations Management;2022-03-16;Cybersecurity Awareness Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
308;985;2023-12-13;112,86;Operations Management;2023-11-07;Cybersecurity Awareness Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
488;471;2025-05-16;249,29;Cloud Computing Basics;2024-02-01;HR Analytics Certificate;specialization;35,0;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
488;471;2025-05-16;239,9;ERP Systems Introduction;2024-02-01;HR Analytics Certificate;specialization;89,0;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
298;524;2029-05-15;69,25;Project Management Essentials;2025-08-08;Cloud Fundamentals Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
250;336;2028-03-04;67,6;Operations Management;2022-09-20;Web Development Foundations Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
386;703;2027-11-17;467,31;Project Management Essentials;2026-02-15;Project Management Certificate;professional;124,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
428;173;2025-04-28;25,0;Digital Marketing Analytics;2024-05-05;Database Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
220;106;2025-04-27;450,0;Supply Chain Analytics;2023-10-16;Business Intelligence Specialist;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
137;306;2022-07-06;285,04;Risk Management Essentials;2021-10-11;Business Intelligence Specialist;specialization;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
64;67;2027-08-14;267,76;Risk Management Essentials;2026-01-15;Digital Marketing Analyst;specialization;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
284;990;2024-11-21;1008,48;HR Analytics;2023-11-19;Industrial IoT Certificate;advanced;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
139;283;2030-10-27;559,11;R for Data Analysis;2021-11-11;Project Management Certificate;professional;146,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
276;558;2025-12-18;494,61;Information Security Foundations;2022-06-13;Power BI Analyst Certificate;professional;145,0;"Prepares students to understand core information security principles; requires no prior security certification."
400;357;2032-05-08;632,97;Data Visualization with Power BI;2023-07-24;Supply Chain Analytics Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
24;950;2033-12-16;472,9;Industrial IoT Fundamentals;2025-07-20;Industrial IoT Certificate;advanced;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
160;703;2023-02-11;357,93;R for Data Analysis;2021-03-22;Project Management Certificate;professional;176,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
348;697;2025-06-30;608,84;Cybersecurity Awareness;2024-07-25;Supply Chain Analytics Certificate;advanced;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
354;895;2026-07-11;357,92;Data Governance Fundamentals;2024-03-27;Statistics for Business Certificate;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
449;142;2028-10-29;367,27;R for Data Analysis;2025-12-01;Business Analytics Certificate;specialization;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
386;548;2035-03-03;661,01;Project Management Essentials;2026-02-15;Machine Learning Foundations Certificate;advanced;124,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
56;321;2025-06-24;250,0;Agile and Scrum Fundamentals;2024-09-10;Data Professional;professional;135,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
42;115;2034-02-03;285,91;Customer Experience Analytics;2024-11-24;Statistics for Business Certificate;specialization;52,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
162;70;2025-11-04;776,55;Project Management Essentials;2023-11-28;Industrial IoT Certificate;advanced;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
151;838;2032-12-14;491,85;Business Intelligence Foundations;2023-09-30;Power BI Analyst Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
180;737;2032-03-13;1257,62;Industrial IoT Fundamentals;2024-08-12;Supply Chain Analytics Certificate;advanced;71,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
476;715;2026-09-11;299,17;Project Management Essentials;2025-06-09;Statistics for Business Certificate;specialization;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
318;338;2028-11-03;408,56;ERP Systems Introduction;2024-07-27;Power BI Analyst Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
467;57;2024-04-12;590,02;Financial Modeling Essentials;2022-06-15;Supply Chain Analytics Certificate;advanced;130,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
467;57;2024-04-12;820,97;Statistics for Decision Making;2022-06-15;Supply Chain Analytics Certificate;advanced;166,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
99;474;2033-09-24;418,69;Data Visualization with Power BI;2025-01-22;Agile Practitioner Certificate;professional;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
82;840;2024-04-24;877,48;Supply Chain Analytics;2021-11-10;Operations Excellence Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
175;892;2027-03-09;103,83;Data Analysis Fundamentals;2024-11-24;Excel Professional Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
371;991;2029-04-16;175,84;Web Development Basics;2024-07-25;HR Analytics Certificate;specialization;107,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
44;129;2025-09-14;592,94;SQL for Data Management;2024-12-20;Financial Modeling Certificate;professional;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
231;443;2031-05-11;792,06;Data Analysis Fundamentals;2023-12-30;Project Management Certificate;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
2;898;2030-05-06;557,91;Project Management Essentials;2025-11-06;Power BI Analyst Certificate;professional;154,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
428;32;2030-02-15;93,33;Data Governance Fundamentals;2024-05-05;Excel Professional Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
160;50;2023-01-02;813,91;R for Data Analysis;2021-03-22;Industrial IoT Certificate;advanced;176,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
152;264;2025-11-17;76,97;Operations Management;2024-02-24;Cloud Fundamentals Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
393;345;2027-12-25;84,59;Supply Chain Analytics;2022-06-06;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
140;302;2027-08-18;233,29;Financial Modeling Essentials;2026-01-09;Business Analytics Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
338;614;2026-07-23;900,0;Customer Experience Analytics;2021-11-11;Agile Practitioner Certificate;professional;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
427;5;2024-08-16;88,74;Supply Chain Analytics;2023-03-13;Cybersecurity Awareness Certificate;completion;78,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
159;832;2026-06-10;114,39;Project Management Essentials;2025-01-06;Excel Professional Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
376;918;2029-09-30;836,5;Project Management Essentials;2025-04-11;Power BI Analyst Certificate;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
312;116;2023-11-02;81,3;Data Visualization with Power BI;2022-07-26;Web Development Foundations Certificate;completion;199,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
85;641;2025-10-28;900,0;Agile and Scrum Fundamentals;2023-04-06;Data Professional;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
33;470;2026-10-30;961,18;Leadership in Digital Teams;2026-01-20;Industrial IoT Certificate;advanced;84,0;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
33;470;2026-03-07;697,13;Business Intelligence Foundations;2026-01-20;Industrial IoT Certificate;advanced;187,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
101;722;2026-01-29;286,48;Financial Modeling Essentials;2025-04-14;Business Analytics Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
93;721;2030-03-22;404,32;Python for Business Analytics;2025-01-29;Data Professional;professional;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
105;65;2028-03-05;34,74;Project Management Essentials;2024-08-04;Cybersecurity Awareness Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
174;240;2033-06-02;667,81;Cloud Computing Basics;2025-09-27;Operations Excellence Certificate;advanced;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
294;939;2030-11-07;74,37;Python for Business Analytics;2025-08-09;AI Productivity Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
